33.348293,28.029244,6.434522,25.30671,147.621546,13.814457,155.484599,172.916627,162.887374,145.621626,171.760095,177.728004,152.682516,165.900899,164.643348,0.000000
32.46697,29.608414,6.124208,25.575725,146.713341,14.558109,155.101129,172.648273,162.861676,144.831115,171.84582,177.673124,151.582057,166.197361,164.22895,0.000000
32.925779,28.871193,6.133435,25.068904,147.867694,13.901259,155.604915,172.676099,163.159843,145.794149,171.700362,177.951648,152.718481,166.09238,164.272332,0.000000
33.180815,28.392374,6.115724,25.575945,147.408798,13.413727,155.217442,173.227818,163.445607,145.649354,171.317936,177.942014,152.251529,165.467002,163.795323,0.000000
32.536586,24.723108,4.17238,27.922642,143.584,15.132717,152.086715,171.751168,159.820028,143.220558,172.040179,177.389642,148.914735,166.007331,165.654766,0.000000
32.159752,25.171406,4.368785,27.722136,143.974359,15.361192,152.264514,171.566199,159.497467,143.269577,171.845592,177.844034,149.991199,166.1178,165.553293,0.000000
32.580176,25.089603,4.593991,27.525923,143.979278,15.823682,152.587814,171.782022,160.001494,142.922431,171.984237,177.473808,149.308103,166.241507,165.381004,0.000000
33.653481,24.42981,4.951391,27.335421,144.948493,16.051768,153.428608,171.396138,160.37186,143.702945,171.833548,177.858436,149.961428,166.204152,165.422954,0.000000
32.919795,24.365835,4.489889,27.096843,143.970571,16.834811,152.970023,172.079697,159.873921,142.860308,171.83327,177.273136,148.83745,165.988404,165.896159,0.000000
33.218468,22.865409,4.083299,28.362382,143.593322,15.893521,151.989182,171.617043,159.348382,142.425133,171.603109,177.252214,148.49007,165.23334,166.212864,0.000000
32.567087,23.449256,4.07127,28.299813,143.534426,16.013455,151.850044,171.614108,159.303495,142.235885,171.647422,177.26826,148.16737,165.24129,166.136435,0.000000
32.325557,23.660708,3.785551,29.484486,141.207113,16.262185,149.621263,172.288334,157.82191,140.574119,171.729184,176.47123,147.908142,165.088384,166.25956,0.000000
32.573827,23.313733,4.234413,27.880301,143.608481,15.956818,152.189453,172.235806,160.013448,142.796788,171.678049,177.876784,148.326307,165.768917,165.573064,0.000000
32.159163,24.185341,4.675619,27.982067,143.687621,16.129537,152.180552,172.009475,159.60965,142.804512,171.539198,177.601781,148.809557,165.441845,165.875415,0.000000
31.901485,22.854912,4.054307,28.627668,142.376452,16.472476,150.767944,172.447253,158.471386,141.603692,171.629848,177.232304,147.659216,165.160177,165.803832,0.000000
33.097431,23.09647,4.946001,28.72781,143.224327,16.122104,151.512742,172.626181,159.573804,142.023191,171.271955,177.324722,148.398625,164.930852,165.618951,0.000000
32.483738,23.209913,4.759059,28.384611,143.29347,17.234131,151.738503,172.376802,158.989239,141.787214,171.548828,176.049789,148.000779,165.381475,166.052543,0.000000
32.509538,23.492642,5.331508,29.5115,142.094035,16.606541,150.643232,172.211896,158.071221,141.441933,171.224259,176.232752,148.50077,164.762615,165.76809,0.000000
32.943573,23.855165,4.863285,27.76489,143.955427,16.705146,152.436315,171.741689,159.712553,142.675421,171.576159,177.056634,148.443926,165.769712,166.259688,0.000000
